tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
3/7/2016,DKI5 (Kebon Jeruk),31,12,31,85,18,85,O3,SEDANG
3/8/2016,DKI5 (Kebon Jeruk),57,11,28,75,9,75,O3,SEDANG
3/9/2016,DKI5 (Kebon Jeruk),54,11,39,93,11,93,O3,SEDANG
3/10/2016,DKI5 (Kebon Jeruk),52,11,39,111,10,111,O3,TIDAK SEHAT
3/11/2016,DKI5 (Kebon Jeruk),55,10,31,98,12,98,O3,SEDANG
3/12/2016,DKI5 (Kebon Jeruk),61,11,36,74,12,74,O3,SEDANG
3/13/2016,DKI5 (Kebon Jeruk),52,11,35,72,10,72,O3,SEDANG
3/14/2016,DKI5 (Kebon Jeruk),64,10,43,67,12,67,O3,SEDANG
3/15/2016,DKI5 (Kebon Jeruk),66,11,37,109,9,109,O3,TIDAK SEHAT
3/16/2016,DKI5 (Kebon Jeruk),55,9,35,85,10,85,O3,SEDANG
3/17/2016,DKI5 (Kebon Jeruk),56,9,30,78,8,78,O3,SEDANG
3/18/2016,DKI5 (Kebon Jeruk),55,9,44,61,10,61,O3,SEDANG
3/19/2016,DKI5 (Kebon Jeruk),64,,,,,64,PM10,SEDANG
3/20/2016,DKI5 (Kebon Jeruk),54,,,,,54,PM10,SEDANG
3/21/2016,DKI5 (Kebon Jeruk),54,11,33,63,7,63,O3,SEDANG
3/22/2016,DKI5 (Kebon Jeruk),76,14,45,71,9,76,PM10,SEDANG
3/23/2016,DKI5 (Kebon Jeruk),39,10,18,74,6,74,O3,SEDANG
3/24/2016,DKI5 (Kebon Jeruk),51,12,18,100,12,100,O3,SEDANG
3/25/2016,DKI5 (Kebon Jeruk),60,10,50,97,13,97,O3,SEDANG
3/26/2016,DKI5 (Kebon Jeruk),65,9,55,78,13,78,O3,SEDANG
3/27/2016,DKI5 (Kebon Jeruk),63,9,53,77,9,77,O3,SEDANG
3/28/2016,DKI5 (Kebon Jeruk),63,9,38,58,9,63,PM10,SEDANG
3/29/2016,DKI5 (Kebon Jeruk),49,9,30,67,9,67,O3,SEDANG
3/30/2016,DKI5 (Kebon Jeruk),74,10,50,63,11,74,PM10,SEDANG
3/31/2016,DKI5 (Kebon Jeruk),78,7,52,63,13,78,PM10,SEDANG
4/1/2016,DKI5 (Kebon Jeruk),81,7,66,82,17,82,O3,SEDANG
4/2/2016,DKI5 (Kebon Jeruk),45,10,37,79,12,79,O3,SEDANG
4/3/2016,DKI5 (Kebon Jeruk),47,10,48,80,10,80,O3,SEDANG
4/4/2016,DKI5 (Kebon Jeruk),50,10,39,66,10,66,O3,SEDANG
4/5/2016,DKI5 (Kebon Jeruk),52,10,40,61,8,61,O3,SEDANG
4/6/2016,DKI5 (Kebon Jeruk),57,11,42,88,10,88,O3,SEDANG
4/7/2016,DKI5 (Kebon Jeruk),64,9,44,64,13,64,PM10,SEDANG
4/8/2016,DKI5 (Kebon Jeruk),55,11,38,49,10,55,PM10,SEDANG
4/9/2016,DKI5 (Kebon Jeruk),62,8,39,91,13,91,O3,SEDANG
4/10/2016,DKI5 (Kebon Jeruk),52,9,45,63,12,63,O3,SEDANG
4/11/2016,DKI5 (Kebon Jeruk),61,9,44,73,13,73,O3,SEDANG
4/12/2016,DKI5 (Kebon Jeruk),69,9,59,71,16,71,O3,SEDANG
4/13/2016,DKI5 (Kebon Jeruk),55,11,34,65,9,65,O3,SEDANG
4/14/2016,DKI5 (Kebon Jeruk),52,9,41,63,14,63,O3,SEDANG
4/15/2016,DKI5 (Kebon Jeruk),57,8,62,71,22,71,O3,SEDANG
4/16/2016,DKI5 (Kebon Jeruk),69,9,58,78,16,78,O3,SEDANG
4/17/2016,DKI5 (Kebon Jeruk),49,8,38,55,11,55,O3,SEDANG
4/18/2016,DKI5 (Kebon Jeruk),39,8,47,93,13,93,O3,SEDANG
4/19/2016,DKI5 (Kebon Jeruk),54,8,46,80,15,80,O3,SEDANG
4/20/2016,DKI5 (Kebon Jeruk),55,9,38,61,15,61,O3,SEDANG
4/21/2016,DKI5 (Kebon Jeruk),51,7,51,135,18,135,O3,TIDAK SEHAT
4/22/2016,DKI5 (Kebon Jeruk),46,8,41,69,12,69,O3,SEDANG
4/23/2016,DKI5 (Kebon Jeruk),46,12,32,65,7,65,O3,SEDANG
4/24/2016,DKI5 (Kebon Jeruk),53,8,39,57,8,57,O3,SEDANG
4/25/2016,DKI5 (Kebon Jeruk),54,9,42,66,10,66,O3,SEDANG
4/26/2016,DKI5 (Kebon Jeruk),64,11,49,67,18,67,O3,SEDANG
4/27/2016,DKI5 (Kebon Jeruk),64,10,50,76,12,76,O3,SEDANG
4/28/2016,DKI5 (Kebon Jeruk),58,10,47,82,13,82,O3,SEDANG
4/29/2016,DKI5 (Kebon Jeruk),47,9,39,74,8,74,O3,SEDANG
4/30/2016,DKI5 (Kebon Jeruk),56,9,69,66,13,69,CO,SEDANG
5/1/2016,DKI5 (Kebon Jeruk),57,9,69,62,9,69,CO,SEDANG
5/2/2016,DKI5 (Kebon Jeruk),52,9,49,66,8,66,O3,SEDANG
5/3/2016,DKI5 (Kebon Jeruk),59,10,48,54,9,59,PM10,SEDANG
5/4/2016,DKI5 (Kebon Jeruk),57,12,71,56,10,71,CO,SEDANG
5/5/2016,DKI5 (Kebon Jeruk),52,8,52,46,9,52,PM10,SEDANG
5/6/2016,DKI5 (Kebon Jeruk),78,10,78,100,14,100,O3,SEDANG
5/7/2016,DKI5 (Kebon Jeruk),57,8,46,72,13,72,O3,SEDANG
5/8/2016,DKI5 (Kebon Jeruk),63,8,67,81,14,81,O3,SEDANG
5/9/2016,DKI5 (Kebon Jeruk),59,8,50,75,16,75,O3,SEDANG
5/10/2016,DKI5 (Kebon Jeruk),58,10,46,70,14,70,O3,SEDANG
5/11/2016,DKI5 (Kebon Jeruk),58,11,39,,10,58,PM10,SEDANG
5/12/2016,DKI5 (Kebon Jeruk),52,9,57,74,11,74,O3,SEDANG
5/13/2016,DKI5 (Kebon Jeruk),41,8,45,94,13,94,O3,SEDANG
5/14/2016,DKI5 (Kebon Jeruk),5,8,39,104,8,104,O3,TIDAK SEHAT
5/15/2016,DKI5 (Kebon Jeruk),2,11,46,73,7,73,O3,SEDANG
5/16/2016,DKI5 (Kebon Jeruk),33,9,39,92,9,92,O3,SEDANG
5/17/2016,DKI5 (Kebon Jeruk),73,9,56,82,11,82,O3,SEDANG
5/18/2016,DKI5 (Kebon Jeruk),62,9,61,56,18,62,PM10,SEDANG
5/19/2016,DKI5 (Kebon Jeruk),60,7,56,109,9,109,O3,TIDAK SEHAT
5/20/2016,DKI5 (Kebon Jeruk),62,8,43,90,10,90,O3,SEDANG
5/21/2016,DKI5 (Kebon Jeruk),51,7,37,81,14,81,O3,SEDANG
5/22/2016,DKI5 (Kebon Jeruk),57,7,53,109,15,109,O3,TIDAK SEHAT
5/23/2016,DKI5 (Kebon Jeruk),59,8,40,99,13,99,O3,SEDANG
5/24/2016,DKI5 (Kebon Jeruk),63,9,55,91,19,91,O3,SEDANG
5/25/2016,DKI5 (Kebon Jeruk),44,9,47,82,13,82,O3,SEDANG
5/26/2016,DKI5 (Kebon Jeruk),63,9,56,53,16,63,PM10,SEDANG
5/27/2016,DKI5 (Kebon Jeruk),70,9,55,73,17,73,O3,SEDANG
5/28/2016,DKI5 (Kebon Jeruk),86,12,67,70,19,86,PM10,SEDANG
5/29/2016,DKI5 (Kebon Jeruk),41,9,39,41,12,41,PM10,BAIK
5/30/2016,DKI5 (Kebon Jeruk),55,13,56,79,14,79,O3,SEDANG
5/31/2016,DKI5 (Kebon Jeruk),53,11,46,101,10,101,O3,TIDAK SEHAT
6/1/2016,DKI5 (Kebon Jeruk),63,11,57,111,14,111,O3,TIDAK SEHAT
6/2/2016,DKI5 (Kebon Jeruk),55,8,81,46,15,81,CO,SEDANG
6/3/2016,DKI5 (Kebon Jeruk),32,8,35,101,11,101,O3,TIDAK SEHAT
6/4/2016,DKI5 (Kebon Jeruk),58,10,61,85,16,85,O3,SEDANG
6/5/2016,DKI5 (Kebon Jeruk),74,8,72,61,15,74,PM10,SEDANG
6/6/2016,DKI5 (Kebon Jeruk),78,9,71,113,13,113,O3,TIDAK SEHAT
6/7/2016,DKI5 (Kebon Jeruk),63,8,65,56,20,65,CO,SEDANG
6/8/2016,DKI5 (Kebon Jeruk),37,8,38,76,10,76,O3,SEDANG
6/9/2016,DKI5 (Kebon Jeruk),37,8,37,42,12,42,O3,BAIK
6/10/2016,DKI5 (Kebon Jeruk),63,10,73,45,26,73,CO,SEDANG
6/11/2016,DKI5 (Kebon Jeruk),53,9,49,60,9,60,O3,SEDANG
6/12/2016,DKI5 (Kebon Jeruk),61,9,58,114,13,114,O3,TIDAK SEHAT
6/13/2016,DKI5 (Kebon Jeruk),59,8,49,96,12,96,O3,SEDANG
6/14/2016,DKI5 (Kebon Jeruk),48,9,45,85,15,85,O3,SEDANG
6/15/2016,DKI5 (Kebon Jeruk),16,9,47,47,18,47,CO,BAIK
6/16/2016,DKI5 (Kebon Jeruk),54,13,47,43,16,54,PM10,SEDANG
6/17/2016,DKI5 (Kebon Jeruk),48,12,41,44,20,48,PM10,BAIK
6/18/2016,DKI5 (Kebon Jeruk),34,8,44,24,18,44,CO,BAIK
6/19/2016,DKI5 (Kebon Jeruk),50,11,59,99,11,99,O3,SEDANG
6/20/2016,DKI5 (Kebon Jeruk),59,12,65,71,20,71,O3,SEDANG
6/21/2016,DKI5 (Kebon Jeruk),60,10,52,125,24,125,O3,TIDAK SEHAT
6/22/2016,DKI5 (Kebon Jeruk),59,9,37,124,16,124,O3,TIDAK SEHAT
6/23/2016,DKI5 (Kebon Jeruk),51,9,41,72,16,72,O3,SEDANG
6/24/2016,DKI5 (Kebon Jeruk),31,9,49,119,16,119,O3,TIDAK SEHAT
6/25/2016,DKI5 (Kebon Jeruk),,9,65,106,19,106,O3,TIDAK SEHAT
6/26/2016,DKI5 (Kebon Jeruk),,9,59,75,19,75,O3,SEDANG
6/27/2016,DKI5 (Kebon Jeruk),,8,61,48,14,61,CO,SEDANG
6/28/2016,DKI5 (Kebon Jeruk),70,11,51,72,7,72,O3,SEDANG
6/29/2016,DKI5 (Kebon Jeruk),66,10,53,100,5,100,O3,SEDANG
6/30/2016,DKI5 (Kebon Jeruk),61,8,57,67,5,67,O3,SEDANG
7/1/2016,DKI5 (Kebon Jeruk),59,8,68,104,6,104,O3,TIDAK SEHAT
7/2/2016,DKI5 (Kebon Jeruk),75,10,67,96,6,96,O3,SEDANG
7/3/2016,DKI5 (Kebon Jeruk),56,8,48,53,3,56,PM10,SEDANG
7/4/2016,DKI5 (Kebon Jeruk),35,8,49,46,7,49,CO,BAIK
7/5/2016,DKI5 (Kebon Jeruk),53,8,43,53,5,53,PM10,SEDANG
7/6/2016,DKI5 (Kebon Jeruk),54,8,65,51,9,65,CO,SEDANG
7/7/2016,DKI5 (Kebon Jeruk),43,9,32,61,10,61,O3,SEDANG
7/8/2016,DKI5 (Kebon Jeruk),35,9,31,65,13,65,O3,SEDANG
7/9/2016,DKI5 (Kebon Jeruk),56,8,40,73,12,73,O3,SEDANG
7/10/2016,DKI5 (Kebon Jeruk),61,9,42,68,12,68,O3,SEDANG
7/11/2016,DKI5 (Kebon Jeruk),64,9,45,52,11,64,PM10,SEDANG
7/12/2016,DKI5 (Kebon Jeruk),42,8,34,70,6,70,O3,SEDANG
7/13/2016,DKI5 (Kebon Jeruk),62,8,56,90,10,90,O3,SEDANG
7/14/2016,DKI5 (Kebon Jeruk),60,10,53,73,18,73,O3,SEDANG
7/15/2016,DKI5 (Kebon Jeruk),47,11,34,45,4,47,PM10,BAIK
7/16/2016,DKI5 (Kebon Jeruk),49,9,36,43,5,49,PM10,BAIK
7/17/2016,DKI5 (Kebon Jeruk),58,8,58,63,5,63,O3,SEDANG
7/18/2016,DKI5 (Kebon Jeruk),,8,55,69,7,69,O3,SEDANG
7/19/2016,DKI5 (Kebon Jeruk),54,11,56,98,21,98,O3,SEDANG
7/20/2016,DKI5 (Kebon Jeruk),38,8,43,81,9,81,O3,SEDANG
7/21/2016,DKI5 (Kebon Jeruk),40,9,45,83,12,83,O3,SEDANG
7/22/2016,DKI5 (Kebon Jeruk),48,9,45,65,12,65,O3,SEDANG
7/23/2016,DKI5 (Kebon Jeruk),60,9,58,82,12,82,O3,SEDANG
7/24/2016,DKI5 (Kebon Jeruk),62,9,59,103,11,103,O3,TIDAK SEHAT
7/25/2016,DKI5 (Kebon Jeruk),34,8,45,89,6,89,O3,SEDANG
7/26/2016,DKI5 (Kebon Jeruk),55,10,42,106,9,106,O3,TIDAK SEHAT
7/27/2016,DKI5 (Kebon Jeruk),46,10,43,110,10,110,O3,TIDAK SEHAT
7/30/2016,DKI5 (Kebon Jeruk),55,8,51,119,9,119,O3,TIDAK SEHAT
7/31/2016,DKI5 (Kebon Jeruk),55,9,36,89,8,89,O3,SEDANG
8/1/2016,DKI5 (Kebon Jeruk),57,10,45,83,10,83,O3,SEDANG
8/2/2016,DKI5 (Kebon Jeruk),51,9,38,75,6,75,O3,SEDANG
8/3/2016,DKI5 (Kebon Jeruk),50,9,41,136,6,136,O3,TIDAK SEHAT
8/4/2016,DKI5 (Kebon Jeruk),60,10,49,101,8,101,O3,TIDAK SEHAT
8/5/2016,DKI5 (Kebon Jeruk),63,10,47,91,10,91,O3,SEDANG
8/6/2016,DKI5 (Kebon Jeruk),69,10,40,51,7,69,PM10,SEDANG
8/7/2016,DKI5 (Kebon Jeruk),56,9,37,54,7,56,PM10,SEDANG
8/8/2016,DKI5 (Kebon Jeruk),54,9,35,77,7,77,O3,SEDANG
8/9/2016,DKI5 (Kebon Jeruk),52,9,45,56,11,56,O3,SEDANG
8/10/2016,DKI5 (Kebon Jeruk),54,9,45,102,13,102,O3,TIDAK SEHAT
8/11/2016,DKI5 (Kebon Jeruk),62,9,41,68,13,68,O3,SEDANG
8/12/2016,DKI5 (Kebon Jeruk),56,9,41,101,11,101,O3,TIDAK SEHAT
8/13/2016,DKI5 (Kebon Jeruk),58,9,38,58,7,58,PM10,SEDANG
8/14/2016,DKI5 (Kebon Jeruk),46,9,38,51,8,51,O3,SEDANG
8/15/2016,DKI5 (Kebon Jeruk),34,8,45,121,11,121,O3,TIDAK SEHAT
8/16/2016,DKI5 (Kebon Jeruk),58,13,41,91,9,91,O3,SEDANG
8/17/2016,DKI5 (Kebon Jeruk),68,11,69,59,8,69,CO,SEDANG
8/18/2016,DKI5 (Kebon Jeruk),50,9,47,77,10,77,O3,SEDANG
8/19/2016,DKI5 (Kebon Jeruk),67,11,46,80,9,80,O3,SEDANG
8/20/2016,DKI5 (Kebon Jeruk),36,9,45,60,8,60,O3,SEDANG
8/21/2016,DKI5 (Kebon Jeruk),44,10,35,73,8,73,O3,SEDANG
8/22/2016,DKI5 (Kebon Jeruk),52,11,38,83,10,83,O3,SEDANG
8/23/2016,DKI5 (Kebon Jeruk),39,10,33,74,7,74,O3,SEDANG
8/24/2016,DKI5 (Kebon Jeruk),43,10,35,91,9,91,O3,SEDANG
8/25/2016,DKI5 (Kebon Jeruk),62,10,62,95,11,95,O3,SEDANG
8/26/2016,DKI5 (Kebon Jeruk),58,12,44,103,15,103,O3,TIDAK SEHAT
8/27/2016,DKI5 (Kebon Jeruk),68,14,58,70,9,70,O3,SEDANG
8/28/2016,DKI5 (Kebon Jeruk),54,9,64,50,7,64,CO,SEDANG
8/29/2016,DKI5 (Kebon Jeruk),80,10,76,66,11,80,PM10,SEDANG
8/30/2016,DKI5 (Kebon Jeruk),72,10,48,96,8,96,O3,SEDANG
8/31/2016,DKI5 (Kebon Jeruk),72,9,79,57,8,79,CO,SEDANG
9/1/2016,DKI5 (Kebon Jeruk),62,10,44,79,7,79,O3,SEDANG
9/2/2016,DKI5 (Kebon Jeruk),58,9,52,139,7,139,O3,TIDAK SEHAT
9/3/2016,DKI5 (Kebon Jeruk),66,10,61,94,6,94,O3,SEDANG
9/4/2016,DKI5 (Kebon Jeruk),57,9,42,69,5,69,O3,SEDANG
9/5/2016,DKI5 (Kebon Jeruk),51,10,39,45,5,51,PM10,SEDANG
9/6/2016,DKI5 (Kebon Jeruk),64,11,60,61,6,64,PM10,SEDANG
9/7/2016,DKI5 (Kebon Jeruk),53,9,43,62,7,62,O3,SEDANG
9/8/2016,DKI5 (Kebon Jeruk),46,9,36,125,8,125,O3,TIDAK SEHAT
9/9/2016,DKI5 (Kebon Jeruk),62,12,45,90,8,90,O3,SEDANG
9/10/2016,DKI5 (Kebon Jeruk),67,11,52,73,5,73,O3,SEDANG
9/11/2016,DKI5 (Kebon Jeruk),55,11,41,74,6,74,O3,SEDANG
9/12/2016,DKI5 (Kebon Jeruk),44,8,35,52,3,52,O3,SEDANG
9/13/2016,DKI5 (Kebon Jeruk),54,11,43,85,4,85,O3,SEDANG
9/14/2016,DKI5 (Kebon Jeruk),43,12,34,79,6,79,O3,SEDANG
9/15/2016,DKI5 (Kebon Jeruk),34,9,37,131,3,131,O3,TIDAK SEHAT
9/16/2016,DKI5 (Kebon Jeruk),65,10,84,74,21,84,CO,SEDANG
9/17/2016,DKI5 (Kebon Jeruk),59,10,44,47,5,59,PM10,SEDANG
9/18/2016,DKI5 (Kebon Jeruk),33,10,35,81,3,81,O3,SEDANG
9/19/2016,DKI5 (Kebon Jeruk),57,8,52,64,7,64,O3,SEDANG
9/20/2016,DKI5 (Kebon Jeruk),53,8,63,64,6,64,O3,SEDANG
9/21/2016,DKI5 (Kebon Jeruk),25,8,,30,2,30,O3,BAIK
9/22/2016,DKI5 (Kebon Jeruk),31,12,28,49,3,49,O3,BAIK
9/23/2016,DKI5 (Kebon Jeruk),35,10,31,48,1,48,O3,BAIK
9/24/2016,DKI5 (Kebon Jeruk),50,11,43,48,3,50,PM10,BAIK
9/25/2016,DKI5 (Kebon Jeruk),45,9,66,46,3,66,CO,SEDANG
9/26/2016,DKI5 (Kebon Jeruk),29,9,35,44,2,44,O3,BAIK
9/27/2016,DKI5 (Kebon Jeruk),60,12,50,90,8,90,O3,SEDANG
9/28/2016,DKI5 (Kebon Jeruk),54,12,40,62,7,62,O3,SEDANG
9/29/2016,DKI5 (Kebon Jeruk),25,9,38,84,4,84,O3,SEDANG
9/30/2016,DKI5 (Kebon Jeruk),39,11,45,41,4,45,CO,BAIK
10/1/2016,DKI5 (Kebon Jeruk),47,12,41,41,3,47,PM10,BAIK
10/2/2016,DKI5 (Kebon Jeruk),26,9,31,30,,31,CO,BAIK
10/3/2016,DKI5 (Kebon Jeruk),27,10,32,137,,137,O3,TIDAK SEHAT
10/4/2016,DKI5 (Kebon Jeruk),59,11,56,126,6,126,O3,TIDAK SEHAT
10/5/2016,DKI5 (Kebon Jeruk),57,11,52,78,6,78,O3,SEDANG
10/6/2016,DKI5 (Kebon Jeruk),48,10,42,72,4,72,O3,SEDANG
10/7/2016,DKI5 (Kebon Jeruk),60,11,37,91,4,91,O3,SEDANG
10/8/2016,DKI5 (Kebon Jeruk),43,10,35,69,2,69,O3,SEDANG
10/9/2016,DKI5 (Kebon Jeruk),43,9,41,80,2,80,O3,SEDANG
10/10/2016,DKI5 (Kebon Jeruk),51,10,46,82,6,82,O3,SEDANG
10/11/2016,DKI5 (Kebon Jeruk),58,10,56,72,9,72,O3,SEDANG
10/12/2016,DKI5 (Kebon Jeruk),62,10,54,39,8,62,PM10,SEDANG
10/13/2016,DKI5 (Kebon Jeruk),60,13,45,63,5,63,O3,SEDANG
10/14/2016,DKI5 (Kebon Jeruk),57,9,83,28,4,83,CO,SEDANG
10/15/2016,DKI5 (Kebon Jeruk),39,10,32,54,3,54,O3,SEDANG
10/16/2016,DKI5 (Kebon Jeruk),54,10,44,51,3,54,PM10,SEDANG
10/17/2016,DKI5 (Kebon Jeruk),54,11,42,115,4,115,O3,TIDAK SEHAT
10/18/2016,DKI5 (Kebon Jeruk),58,12,37,115,7,115,O3,TIDAK SEHAT
10/19/2016,DKI5 (Kebon Jeruk),54,11,35,78,3,78,O3,SEDANG
10/20/2016,DKI5 (Kebon Jeruk),64,10,42,95,5,95,O3,SEDANG
10/21/2016,DKI5 (Kebon Jeruk),70,10,42,83,4,83,O3,SEDANG
10/22/2016,DKI5 (Kebon Jeruk),74,10,53,72,5,74,PM10,SEDANG
10/23/2016,DKI5 (Kebon Jeruk),31,8,33,36,4,36,O3,BAIK
10/24/2016,DKI5 (Kebon Jeruk),42,9,50,145,5,145,O3,TIDAK SEHAT
10/25/2016,DKI5 (Kebon Jeruk),55,10,69,56,7,69,CO,SEDANG
10/26/2016,DKI5 (Kebon Jeruk),31,10,39,68,5,68,O3,SEDANG
10/27/2016,DKI5 (Kebon Jeruk),44,11,42,78,5,78,O3,SEDANG
10/28/2016,DKI5 (Kebon Jeruk),48,10,38,66,3,66,O3,SEDANG
10/29/2016,DKI5 (Kebon Jeruk),53,10,63,32,4,63,CO,SEDANG
10/30/2016,DKI5 (Kebon Jeruk),46,10,42,84,3,84,O3,SEDANG
10/31/2016,DKI5 (Kebon Jeruk),44,9,31,68,2,68,O3,SEDANG
11/1/2016,DKI5 (Kebon Jeruk),30,9,30,43,3,43,O3,BAIK
11/2/2016,DKI5 (Kebon Jeruk),38,9,29,30,1,38,PM10,BAIK
11/3/2016,DKI5 (Kebon Jeruk),37,10,33,40,3,40,O3,BAIK
11/4/2016,DKI5 (Kebon Jeruk),52,12,37,105,5,105,O3,TIDAK SEHAT
11/5/2016,DKI5 (Kebon Jeruk),63,11,37,101,6,101,O3,TIDAK SEHAT
11/6/2016,DKI5 (Kebon Jeruk),87,13,65,172,6,172,O3,TIDAK SEHAT
11/7/2016,DKI5 (Kebon Jeruk),59,10,46,136,6,136,O3,TIDAK SEHAT
11/8/2016,DKI5 (Kebon Jeruk),61,10,41,61,4,61,PM10,SEDANG
11/9/2016,DKI5 (Kebon Jeruk),46,11,44,109,4,109,O3,TIDAK SEHAT
11/10/2016,DKI5 (Kebon Jeruk),47,13,36,70,4,70,O3,SEDANG
11/11/2016,DKI5 (Kebon Jeruk),49,11,47,102,5,102,O3,TIDAK SEHAT
11/12/2016,DKI5 (Kebon Jeruk),44,11,60,91,7,91,O3,SEDANG
11/13/2016,DKI5 (Kebon Jeruk),39,9,36,49,4,49,O3,BAIK
11/14/2016,DKI5 (Kebon Jeruk),28,10,51,74,4,74,O3,SEDANG
11/15/2016,DKI5 (Kebon Jeruk),36,9,48,58,3,58,O3,SEDANG
11/16/2016,DKI5 (Kebon Jeruk),28,10,52,55,3,55,O3,SEDANG
11/17/2016,DKI5 (Kebon Jeruk),49,11,39,78,7,78,O3,SEDANG
11/18/2016,DKI5 (Kebon Jeruk),47,11,43,73,8,73,O3,SEDANG
11/19/2016,DKI5 (Kebon Jeruk),12,10,56,81,5,81,O3,SEDANG
11/20/2016,DKI5 (Kebon Jeruk),11,9,40,63,4,63,O3,SEDANG
11/21/2016,DKI5 (Kebon Jeruk),27,8,40,53,5,53,O3,SEDANG
11/22/2016,DKI5 (Kebon Jeruk),26,10,42,121,4,121,O3,TIDAK SEHAT
11/23/2016,DKI5 (Kebon Jeruk),29,10,31,117,4,117,O3,TIDAK SEHAT
11/24/2016,DKI5 (Kebon Jeruk),51,11,59,65,4,65,O3,SEDANG
11/25/2016,DKI5 (Kebon Jeruk),,9,31,32,1,32,O3,BAIK
11/26/2016,DKI5 (Kebon Jeruk),,18,39,78,7,78,O3,SEDANG
11/27/2016,DKI5 (Kebon Jeruk),32,11,78,78,6,78,CO,SEDANG
11/28/2016,DKI5 (Kebon Jeruk),39,10,61,46,5,61,CO,SEDANG
11/29/2016,DKI5 (Kebon Jeruk),16,12,32,65,3,65,O3,SEDANG
11/30/2016,DKI5 (Kebon Jeruk),26,21,35,54,4,54,O3,SEDANG
12/1/2016,DKI5 (Kebon Jeruk),,12,36,40,,40,O3,BAIK
12/2/2016,DKI5 (Kebon Jeruk),,9,25,17,,25,CO,BAIK
12/3/2016,DKI5 (Kebon Jeruk),,9,29,15,,29,CO,BAIK
12/4/2016,DKI5 (Kebon Jeruk),,9,28,14,,28,CO,BAIK
12/5/2016,DKI5 (Kebon Jeruk),,9,26,16,,26,CO,BAIK
12/6/2016,DKI5 (Kebon Jeruk),,10,28,34,,34,O3,BAIK
12/7/2016,DKI5 (Kebon Jeruk),,11,28,42,1,42,O3,BAIK
12/8/2016,DKI5 (Kebon Jeruk),,14,35,71,4,71,O3,SEDANG
12/9/2016,DKI5 (Kebon Jeruk),20,10,28,24,3,28,CO,BAIK
12/10/2016,DKI5 (Kebon Jeruk),,9,25,20,3,25,CO,BAIK
12/11/2016,DKI5 (Kebon Jeruk),,9,27,27,5,27,CO,BAIK
12/12/2016,DKI5 (Kebon Jeruk),,10,33,37,6,37,O3,BAIK
12/13/2016,DKI5 (Kebon Jeruk),8,9,28,28,5,28,CO,BAIK
12/14/2016,DKI5 (Kebon Jeruk),16,11,27,38,7,38,O3,BAIK
12/15/2016,DKI5 (Kebon Jeruk),,,53,17,5,53,CO,SEDANG
12/16/2016,DKI5 (Kebon Jeruk),,,29,38,5,38,O3,BAIK
12/17/2016,DKI5 (Kebon Jeruk),,,25,35,5,35,O3,BAIK
12/18/2016,DKI5 (Kebon Jeruk),,,45,34,5,45,CO,BAIK
12/19/2016,DKI5 (Kebon Jeruk),13,,25,32,4,32,O3,BAIK
12/20/2016,DKI5 (Kebon Jeruk),11,,22,19,3,22,CO,BAIK
12/21/2016,DKI5 (Kebon Jeruk),7,,23,19,2,23,CO,BAIK
12/22/2016,DKI5 (Kebon Jeruk),6,,24,21,1,24,CO,BAIK
12/23/2016,DKI5 (Kebon Jeruk),,16,28,18,2,28,CO,BAIK
12/24/2016,DKI5 (Kebon Jeruk),,16,29,23,1,29,CO,BAIK
12/25/2016,DKI5 (Kebon Jeruk),15,16,29,24,1,29,CO,BAIK
12/26/2016,DKI5 (Kebon Jeruk),,18,39,66,5,66,O3,SEDANG
12/27/2016,DKI5 (Kebon Jeruk),,17,34,54,3,54,O3,SEDANG
12/28/2016,DKI5 (Kebon Jeruk),11,18,30,20,2,30,CO,BAIK
12/29/2016,DKI5 (Kebon Jeruk),11,17,33,28,4,33,CO,BAIK
12/30/2016,DKI5 (Kebon Jeruk),8,17,40,31,4,40,CO,BAIK
12/31/2016,DKI5 (Kebon Jeruk),24,18,44,44,4,44,CO,BAIK
1/1/2017,DKI5 (Kebon Jeruk),,17,38,54,5,54,O3,SEDANG
1/2/2017,DKI5 (Kebon Jeruk),,17,33,44,3,44,O3,BAIK
1/3/2017,DKI5 (Kebon Jeruk),,16,31,46,4,46,O3,BAIK
1/4/2017,DKI5 (Kebon Jeruk),,16,35,48,5,48,O3,BAIK
1/5/2017,DKI5 (Kebon Jeruk),,17,35,35,7,35,CO,BAIK
1/6/2017,DKI5 (Kebon Jeruk),,17,34,41,6,41,O3,BAIK
1/7/2017,DKI5 (Kebon Jeruk),,17,34,39,5,39,O3,BAIK
1/8/2017,DKI5 (Kebon Jeruk),,17,36,37,6,37,O3,BAIK
1/9/2017,DKI5 (Kebon Jeruk),,16,34,37,7,37,O3,BAIK
1/10/2017,DKI5 (Kebon Jeruk),8,14,51,43,17,51,CO,SEDANG
1/11/2017,DKI5 (Kebon Jeruk),6,12,43,44,8,44,O3,BAIK
1/12/2017,DKI5 (Kebon Jeruk),7,12,43,35,9,43,CO,BAIK
1/13/2017,DKI5 (Kebon Jeruk),8,11,27,15,3,27,CO,BAIK
1/14/2017,DKI5 (Kebon Jeruk),7,11,23,15,2,23,CO,BAIK
1/15/2017,DKI5 (Kebon Jeruk),6,11,25,27,3,27,O3,BAIK
1/16/2017,DKI5 (Kebon Jeruk),2,11,27,19,3,27,CO,BAIK
