tanggal,stasiun,pm10,so2,co,o3,no2,max,critical,categori
8/18/2017,DKI5 (Kebon Jeruk),54,23,34,86,7,86,O3,SEDANG
8/19/2017,DKI5 (Kebon Jeruk),53,20,31,59,4,59,O3,SEDANG
8/20/2017,DKI5 (Kebon Jeruk),47,18,30,88,4,88,O3,SEDANG
8/21/2017,DKI5 (Kebon Jeruk),54,22,32,76,8,76,O3,SEDANG
8/22/2017,DKI5 (Kebon Jeruk),61,21,42,102,9,102,O3,TIDAK SEHAT
8/23/2017,DKI5 (Kebon Jeruk),75,22,42,98,10,98,O3,SEDANG
8/24/2017,DKI5 (Kebon Jeruk),61,19,37,60,9,61,PM10,SEDANG
8/25/2017,DKI5 (Kebon Jeruk),47,19,31,61,4,61,O3,SEDANG
8/26/2017,DKI5 (Kebon Jeruk),57,25,37,50,9,57,PM10,SEDANG
8/27/2017,DKI5 (Kebon Jeruk),58,21,37,42,6,58,PM10,SEDANG
8/28/2017,DKI5 (Kebon Jeruk),59,20,35,41,7,59,PM10,SEDANG
8/29/2017,DKI5 (Kebon Jeruk),59,22,36,131,8,131,O3,TIDAK SEHAT
8/30/2017,DKI5 (Kebon Jeruk),57,19,34,60,16,60,O3,SEDANG
8/31/2017,DKI5 (Kebon Jeruk),54,19,31,64,11,64,O3,SEDANG
9/1/2017,DKI5 (Kebon Jeruk),53,19,27,74,6,74,O3,SEDANG
9/2/2017,DKI5 (Kebon Jeruk),58,20,29,87,4,87,O3,SEDANG
9/3/2017,DKI5 (Kebon Jeruk),66,20,39,73,7,73,O3,SEDANG
9/4/2017,DKI5 (Kebon Jeruk),62,20,35,147,7,147,O3,TIDAK SEHAT
9/5/2017,DKI5 (Kebon Jeruk),61,19,,75,,75,O3,SEDANG
9/6/2017,DKI5 (Kebon Jeruk),54,18,39,62,10,62,O3,SEDANG
9/7/2017,DKI5 (Kebon Jeruk),,21,37,45,12,45,O3,BAIK
9/8/2017,DKI5 (Kebon Jeruk),57,22,26,64,8,64,O3,SEDANG
9/9/2017,DKI5 (Kebon Jeruk),57,23,34,71,10,71,O3,SEDANG
9/10/2017,DKI5 (Kebon Jeruk),52,18,27,84,4,84,O3,SEDANG
9/11/2017,DKI5 (Kebon Jeruk),53,18,29,95,9,95,O3,SEDANG
9/12/2017,DKI5 (Kebon Jeruk),56,17,37,77,8,77,O3,SEDANG
9/13/2017,DKI5 (Kebon Jeruk),54,19,30,100,9,100,O3,SEDANG
9/14/2017,DKI5 (Kebon Jeruk),,22,36,119,9,119,O3,TIDAK SEHAT
9/15/2017,DKI5 (Kebon Jeruk),65,21,31,93,10,93,O3,SEDANG
9/16/2017,DKI5 (Kebon Jeruk),61,20,24,73,6,73,O3,SEDANG
9/17/2017,DKI5 (Kebon Jeruk),57,19,26,78,8,78,O3,SEDANG
9/18/2017,DKI5 (Kebon Jeruk),55,21,25,46,9,55,PM10,SEDANG
9/19/2017,DKI5 (Kebon Jeruk),52,20,22,77,7,77,O3,SEDANG
9/20/2017,DKI5 (Kebon Jeruk),52,18,28,72,8,72,O3,SEDANG
9/21/2017,DKI5 (Kebon Jeruk),,18,25,60,11,60,O3,SEDANG
9/22/2017,DKI5 (Kebon Jeruk),61,20,26,148,6,148,O3,TIDAK SEHAT
9/23/2017,DKI5 (Kebon Jeruk),,21,31,121,11,121,O3,TIDAK SEHAT
9/24/2017,DKI5 (Kebon Jeruk),,20,26,86,6,86,O3,SEDANG
9/25/2017,DKI5 (Kebon Jeruk),,20,25,85,7,85,O3,SEDANG
9/26/2017,DKI5 (Kebon Jeruk),,19,30,52,9,52,O3,SEDANG
9/27/2017,DKI5 (Kebon Jeruk),62,18,27,30,6,62,PM10,SEDANG
9/28/2017,DKI5 (Kebon Jeruk),58,18,52,117,14,117,O3,TIDAK SEHAT
9/29/2017,DKI5 (Kebon Jeruk),59,22,39,89,13,89,O3,SEDANG
9/30/2017,DKI5 (Kebon Jeruk),48,19,39,61,12,61,O3,SEDANG
10/1/2017,DKI5 (Kebon Jeruk),43,18,34,47,4,47,O3,BAIK
10/2/2017,DKI5 (Kebon Jeruk),43,18,47,57,13,57,O3,SEDANG
10/3/2017,DKI5 (Kebon Jeruk),45,17,43,66,14,66,O3,SEDANG
10/4/2017,DKI5 (Kebon Jeruk),53,19,41,78,10,78,O3,SEDANG
10/5/2017,DKI5 (Kebon Jeruk),,19,40,56,9,56,O3,SEDANG
10/6/2017,DKI5 (Kebon Jeruk),,21,40,51,9,51,O3,SEDANG
10/7/2017,DKI5 (Kebon Jeruk),,18,39,99,7,99,O3,SEDANG
10/8/2017,DKI5 (Kebon Jeruk),,18,,64,,64,O3,SEDANG
10/9/2017,DKI5 (Kebon Jeruk),,18,38,79,6,79,O3,SEDANG
10/10/2017,DKI5 (Kebon Jeruk),,18,40,65,11,65,O3,SEDANG
10/11/2017,DKI5 (Kebon Jeruk),,19,40,107,8,107,O3,TIDAK SEHAT
10/12/2017,DKI5 (Kebon Jeruk),,18,39,103,8,103,O3,TIDAK SEHAT
10/13/2017,DKI5 (Kebon Jeruk),,18,39,131,10,131,O3,TIDAK SEHAT
10/14/2017,DKI5 (Kebon Jeruk),,18,32,86,5,86,O3,SEDANG
10/15/2017,DKI5 (Kebon Jeruk),,20,30,103,4,103,O3,TIDAK SEHAT
10/16/2017,DKI5 (Kebon Jeruk),,21,31,54,5,54,O3,SEDANG
10/17/2017,DKI5 (Kebon Jeruk),,21,47,88,11,88,O3,SEDANG
10/18/2017,DKI5 (Kebon Jeruk),,21,31,123,7,123,O3,TIDAK SEHAT
10/19/2017,DKI5 (Kebon Jeruk),,19,44,75,13,75,O3,SEDANG
10/20/2017,DKI5 (Kebon Jeruk),,18,43,168,9,168,O3,TIDAK SEHAT
10/21/2017,DKI5 (Kebon Jeruk),,20,53,128,14,128,O3,TIDAK SEHAT
10/22/2017,DKI5 (Kebon Jeruk),,18,39,86,8,86,O3,SEDANG
10/23/2017,DKI5 (Kebon Jeruk),,20,37,89,7,89,O3,SEDANG
10/24/2017,DKI5 (Kebon Jeruk),,19,49,61,14,61,O3,SEDANG
10/25/2017,DKI5 (Kebon Jeruk),,19,38,67,8,67,O3,SEDANG
10/26/2017,DKI5 (Kebon Jeruk),,20,32,43,6,43,O3,BAIK
10/27/2017,DKI5 (Kebon Jeruk),,22,33,126,13,126,O3,TIDAK SEHAT
10/28/2017,DKI5 (Kebon Jeruk),,19,37,87,9,87,O3,SEDANG
10/29/2017,DKI5 (Kebon Jeruk),,19,52,90,11,90,O3,SEDANG
10/30/2017,DKI5 (Kebon Jeruk),,19,39,95,7,95,O3,SEDANG
10/31/2017,DKI5 (Kebon Jeruk),,18,32,89,5,89,O3,SEDANG
11/1/2017,DKI5 (Kebon Jeruk),,22,33,144,7,144,O3,TIDAK SEHAT
11/2/2017,DKI5 (Kebon Jeruk),,22,37,122,10,122,O3,TIDAK SEHAT
11/3/2017,DKI5 (Kebon Jeruk),,21,32,160,8,160,O3,TIDAK SEHAT
11/4/2017,DKI5 (Kebon Jeruk),,19,34,91,6,91,O3,SEDANG
11/5/2017,DKI5 (Kebon Jeruk),,18,43,81,10,81,O3,SEDANG
11/6/2017,DKI5 (Kebon Jeruk),,18,32,62,8,62,O3,SEDANG
11/7/2017,DKI5 (Kebon Jeruk),,18,31,40,11,40,O3,BAIK
11/8/2017,DKI5 (Kebon Jeruk),,19,47,65,17,65,O3,SEDANG
11/9/2017,DKI5 (Kebon Jeruk),48,21,34,58,8,58,O3,SEDANG
11/10/2017,DKI5 (Kebon Jeruk),40,20,45,100,13,100,O3,SEDANG
11/11/2017,DKI5 (Kebon Jeruk),,21,35,125,10,125,O3,TIDAK SEHAT
11/12/2017,DKI5 (Kebon Jeruk),,19,33,75,6,75,O3,SEDANG
11/13/2017,DKI5 (Kebon Jeruk),39,18,37,62,8,62,O3,SEDANG
11/14/2017,DKI5 (Kebon Jeruk),58,18,42,93,13,93,O3,SEDANG
11/15/2017,DKI5 (Kebon Jeruk),47,20,32,98,11,98,O3,SEDANG
11/16/2017,DKI5 (Kebon Jeruk),59,23,30,103,9,103,O3,TIDAK SEHAT
11/17/2017,DKI5 (Kebon Jeruk),57,19,57,84,25,84,O3,SEDANG
11/18/2017,DKI5 (Kebon Jeruk),53,21,31,110,10,110,O3,TIDAK SEHAT
11/19/2017,DKI5 (Kebon Jeruk),56,18,36,85,8,85,O3,SEDANG
11/20/2017,DKI5 (Kebon Jeruk),52,19,34,96,12,96,O3,SEDANG
11/21/2017,DKI5 (Kebon Jeruk),51,19,35,153,6,153,O3,TIDAK SEHAT
11/22/2017,DKI5 (Kebon Jeruk),56,20,41,83,11,83,O3,SEDANG
11/23/2017,DKI5 (Kebon Jeruk),53,19,48,62,12,62,O3,SEDANG
11/24/2017,DKI5 (Kebon Jeruk),26,18,29,23,3,29,CO,BAIK
11/25/2017,DKI5 (Kebon Jeruk),29,19,30,24,5,30,CO,BAIK
11/26/2017,DKI5 (Kebon Jeruk),16,20,25,25,2,25,CO,BAIK
11/27/2017,DKI5 (Kebon Jeruk),13,17,26,24,3,26,CO,BAIK
11/28/2017,DKI5 (Kebon Jeruk),17,17,26,22,3,26,CO,BAIK
11/29/2017,DKI5 (Kebon Jeruk),17,18,25,36,,36,O3,BAIK
11/30/2017,DKI5 (Kebon Jeruk),25,20,32,43,10,43,O3,BAIK
12/1/2017,DKI5 (Kebon Jeruk),14,20,23,19,,23,CO,BAIK
12/2/2017,DKI5 (Kebon Jeruk),26,19,30,19,5,30,CO,BAIK
12/3/2017,DKI5 (Kebon Jeruk),33,18,31,26,3,33,PM10,BAIK
12/4/2017,DKI5 (Kebon Jeruk),19,19,25,30,,30,O3,BAIK
12/5/2017,DKI5 (Kebon Jeruk),28,18,27,27,4,28,PM10,BAIK
12/6/2017,DKI5 (Kebon Jeruk),31,19,29,49,6,49,O3,BAIK
12/7/2017,DKI5 (Kebon Jeruk),32,22,29,52,7,52,O3,SEDANG
12/8/2017,DKI5 (Kebon Jeruk),23,22,27,46,4,46,O3,BAIK
12/9/2017,DKI5 (Kebon Jeruk),25,20,29,39,5,39,O3,BAIK
12/10/2017,DKI5 (Kebon Jeruk),14,18,25,22,2,25,CO,BAIK
12/11/2017,DKI5 (Kebon Jeruk),24,19,27,29,3,29,O3,BAIK
12/12/2017,DKI5 (Kebon Jeruk),20,18,36,29,9,36,CO,BAIK
12/13/2017,DKI5 (Kebon Jeruk),19,18,38,19,10,38,CO,BAIK
12/14/2017,DKI5 (Kebon Jeruk),22,20,28,37,4,37,O3,BAIK
12/15/2017,DKI5 (Kebon Jeruk),26,19,27,30,3,30,O3,BAIK
12/16/2017,DKI5 (Kebon Jeruk),46,25,38,25,10,46,PM10,BAIK
12/17/2017,DKI5 (Kebon Jeruk),28,20,31,25,11,31,CO,BAIK
12/18/2017,DKI5 (Kebon Jeruk),30,23,30,26,8,30,PM10,BAIK
12/19/2017,DKI5 (Kebon Jeruk),27,19,27,33,6,33,O3,BAIK
12/20/2017,DKI5 (Kebon Jeruk),37,20,31,32,9,37,PM10,BAIK
12/21/2017,DKI5 (Kebon Jeruk),37,20,28,35,9,37,PM10,BAIK
12/22/2017,DKI5 (Kebon Jeruk),27,20,37,35,10,37,CO,BAIK
12/23/2017,DKI5 (Kebon Jeruk),31,21,27,32,9,32,O3,BAIK
12/24/2017,DKI5 (Kebon Jeruk),28,22,29,24,5,29,CO,BAIK
12/25/2017,DKI5 (Kebon Jeruk),18,18,26,19,,26,CO,BAIK
12/26/2017,DKI5 (Kebon Jeruk),19,20,26,32,,32,O3,BAIK
12/27/2017,DKI5 (Kebon Jeruk),21,21,26,30,4,30,O3,BAIK
12/28/2017,DKI5 (Kebon Jeruk),29,23,26,46,5,46,O3,BAIK
12/29/2017,DKI5 (Kebon Jeruk),55,28,38,47,10,55,PM10,SEDANG
12/30/2017,DKI5 (Kebon Jeruk),51,26,31,49,8,51,PM10,SEDANG
12/31/2017,DKI5 (Kebon Jeruk),52,23,40,33,8,52,PM10,SEDANG
1/1/2018,DKI5 (Kebon Jeruk),45,19,38,20,4,45,PM10,BAIK
1/2/2018,DKI5 (Kebon Jeruk),11,17,24,16,,24,CO,BAIK
1/3/2018,DKI5 (Kebon Jeruk),40,21,35,45,11,45,O3,BAIK
1/4/2018,DKI5 (Kebon Jeruk),36,20,34,9,8,36,PM10,BAIK
1/5/2018,DKI5 (Kebon Jeruk),31,18,26,9,5,31,PM10,BAIK
1/6/2018,DKI5 (Kebon Jeruk),15,18,22,31,3,31,O3,BAIK
1/7/2018,DKI5 (Kebon Jeruk),18,19,7,46,4,46,O3,BAIK
1/8/2018,DKI5 (Kebon Jeruk),47,27,13,73,11,73,O3,SEDANG
1/9/2018,DKI5 (Kebon Jeruk),29,24,16,61,10,61,O3,SEDANG
1/10/2018,DKI5 (Kebon Jeruk),,26,11,95,8,95,O3,SEDANG
1/11/2018,DKI5 (Kebon Jeruk),,37,7,81,11,81,O3,SEDANG
1/12/2018,DKI5 (Kebon Jeruk),32,25,,83,13,83,O3,SEDANG
1/13/2018,DKI5 (Kebon Jeruk),43,28,,93,12,93,O3,SEDANG
1/14/2018,DKI5 (Kebon Jeruk),33,23,,73,8,73,O3,SEDANG
1/15/2018,DKI5 (Kebon Jeruk),20,21,4,70,7,70,O3,SEDANG
1/16/2018,DKI5 (Kebon Jeruk),18,46,10,61,2,61,O3,SEDANG
1/17/2018,DKI5 (Kebon Jeruk),30,46,9,60,3,60,O3,SEDANG
1/18/2018,DKI5 (Kebon Jeruk),33,47,13,56,4,56,O3,SEDANG
1/19/2018,DKI5 (Kebon Jeruk),32,42,27,48,5,48,O3,BAIK
1/20/2018,DKI5 (Kebon Jeruk),16,40,10,38,2,40,SO2,BAIK
1/21/2018,DKI5 (Kebon Jeruk),19,40,18,40,2,40,SO2,BAIK
1/22/2018,DKI5 (Kebon Jeruk),20,38,11,32,2,38,SO2,BAIK
1/23/2018,DKI5 (Kebon Jeruk),18,42,,57,,57,O3,SEDANG
1/24/2018,DKI5 (Kebon Jeruk),31,47,,86,2,86,O3,SEDANG
1/25/2018,DKI5 (Kebon Jeruk),19,41,22,51,2,51,O3,SEDANG
1/26/2018,DKI5 (Kebon Jeruk),17,41,17,41,2,41,SO2,BAIK
1/27/2018,DKI5 (Kebon Jeruk),19,44,16,63,2,63,O3,SEDANG
1/28/2018,DKI5 (Kebon Jeruk),29,43,20,45,3,45,O3,BAIK
1/29/2018,DKI5 (Kebon Jeruk),16,41,18,39,2,41,SO2,BAIK
1/30/2018,DKI5 (Kebon Jeruk),17,41,22,41,2,41,SO2,BAIK
1/31/2018,DKI5 (Kebon Jeruk),16,42,21,58,1,58,O3,SEDANG
2/1/2018,DKI5 (Kebon Jeruk),34,43,32,73,3,73,O3,SEDANG
2/2/2018,DKI5 (Kebon Jeruk),46,45,34,61,4,61,O3,SEDANG
2/3/2018,DKI5 (Kebon Jeruk),35,38,21,59,3,59,O3,SEDANG
2/4/2018,DKI5 (Kebon Jeruk),27,36,28,57,3,57,O3,SEDANG
2/5/2018,DKI5 (Kebon Jeruk),24,35,28,66,3,66,O3,SEDANG
2/6/2018,DKI5 (Kebon Jeruk),40,40,59,75,6,75,O3,SEDANG
2/7/2018,DKI5 (Kebon Jeruk),37,38,38,89,4,89,O3,SEDANG
2/8/2018,DKI5 (Kebon Jeruk),39,,35,89,,89,O3,SEDANG
2/9/2018,DKI5 (Kebon Jeruk),53,,88,65,,88,CO,SEDANG
2/10/2018,DKI5 (Kebon Jeruk),32,8,34,58,,58,O3,SEDANG
2/11/2018,DKI5 (Kebon Jeruk),33,16,24,56,,56,O3,SEDANG
2/12/2018,DKI5 (Kebon Jeruk),44,,43,70,,70,O3,SEDANG
2/13/2018,DKI5 (Kebon Jeruk),50,10,25,75,5,75,O3,SEDANG
2/14/2018,DKI5 (Kebon Jeruk),44,11,27,80,6,80,O3,SEDANG
2/15/2018,DKI5 (Kebon Jeruk),46,12,63,58,5,63,CO,SEDANG
2/16/2018,DKI5 (Kebon Jeruk),19,7,17,68,3,68,O3,SEDANG
2/17/2018,DKI5 (Kebon Jeruk),34,10,23,48,3,48,O3,BAIK
2/18/2018,DKI5 (Kebon Jeruk),28,10,23,80,2,80,O3,SEDANG
2/19/2018,DKI5 (Kebon Jeruk),24,11,20,65,4,65,O3,SEDANG
2/20/2018,DKI5 (Kebon Jeruk),52,32,35,62,7,62,O3,SEDANG
2/21/2018,DKI5 (Kebon Jeruk),39,9,22,65,2,65,O3,SEDANG
2/22/2018,DKI5 (Kebon Jeruk),52,14,66,38,5,66,CO,SEDANG
2/23/2018,DKI5 (Kebon Jeruk),63,21,88,42,5,88,CO,SEDANG
2/24/2018,DKI5 (Kebon Jeruk),26,10,22,74,3,74,O3,SEDANG
2/25/2018,DKI5 (Kebon Jeruk),23,6,20,91,3,91,O3,SEDANG
2/26/2018,DKI5 (Kebon Jeruk),31,10,33,80,4,80,O3,SEDANG
2/27/2018,DKI5 (Kebon Jeruk),33,9,42,60,4,60,O3,SEDANG
2/28/2018,DKI5 (Kebon Jeruk),39,11,56,56,4,56,CO,SEDANG
3/1/2018,DKI5 (Kebon Jeruk),51,13,40,126,5,126,O3,TIDAK SEHAT
3/2/2018,DKI5 (Kebon Jeruk),44,8,34,132,4,132,O3,TIDAK SEHAT
3/3/2018,DKI5 (Kebon Jeruk),53,15,37,109,5,109,O3,TIDAK SEHAT
3/4/2018,DKI5 (Kebon Jeruk),56,13,64,194,5,194,O3,TIDAK SEHAT
3/5/2018,DKI5 (Kebon Jeruk),48,10,48,79,3,79,O3,SEDANG
3/6/2018,DKI5 (Kebon Jeruk),48,25,30,98,4,98,O3,SEDANG
3/7/2018,DKI5 (Kebon Jeruk),44,11,48,68,3,68,O3,SEDANG
3/8/2018,DKI5 (Kebon Jeruk),33,13,47,107,3,107,O3,TIDAK SEHAT
3/9/2018,DKI5 (Kebon Jeruk),52,15,59,81,4,81,O3,SEDANG
3/10/2018,DKI5 (Kebon Jeruk),25,18,22,51,4,51,O3,SEDANG
3/11/2018,DKI5 (Kebon Jeruk),30,18,11,63,3,63,O3,SEDANG
3/12/2018,DKI5 (Kebon Jeruk),26,15,12,46,4,46,O3,BAIK
3/13/2018,DKI5 (Kebon Jeruk),25,28,6,49,2,49,O3,BAIK
3/14/2018,DKI5 (Kebon Jeruk),48,25,12,83,,83,O3,SEDANG
3/15/2018,DKI5 (Kebon Jeruk),54,13,23,110,,110,O3,TIDAK SEHAT
3/16/2018,DKI5 (Kebon Jeruk),44,17,13,191,,191,O3,TIDAK SEHAT
3/17/2018,DKI5 (Kebon Jeruk),57,13,18,155,5,155,O3,TIDAK SEHAT
3/18/2018,DKI5 (Kebon Jeruk),65,13,54,195,,195,O3,TIDAK SEHAT
3/19/2018,DKI5 (Kebon Jeruk),36,14,10,156,,156,O3,TIDAK SEHAT
3/20/2018,DKI5 (Kebon Jeruk),30,12,10,202,,202,O3,SANGAT TIDAK SEHAT
3/21/2018,DKI5 (Kebon Jeruk),55,,,,,55,PM10,SEDANG
3/22/2018,DKI5 (Kebon Jeruk),23,,,,,23,PM10,BAIK
3/23/2018,DKI5 (Kebon Jeruk),64,14,49,94,4,94,O3,SEDANG
3/24/2018,DKI5 (Kebon Jeruk),59,21,12,52,5,59,PM10,SEDANG
3/25/2018,DKI5 (Kebon Jeruk),28,9,7,63,2,63,O3,SEDANG
3/26/2018,DKI5 (Kebon Jeruk),32,11,18,74,4,74,O3,SEDANG
3/27/2018,DKI5 (Kebon Jeruk),27,15,6,59,2,59,O3,SEDANG
3/28/2018,DKI5 (Kebon Jeruk),47,14,10,102,5,102,O3,TIDAK SEHAT
3/29/2018,DKI5 (Kebon Jeruk),68,14,19,113,5,113,O3,TIDAK SEHAT
3/30/2018,DKI5 (Kebon Jeruk),48,15,34,89,4,89,O3,SEDANG
3/31/2018,DKI5 (Kebon Jeruk),39,11,4,67,,67,O3,SEDANG
4/1/2018,DKI5 (Kebon Jeruk),29,10,4,57,,57,O3,SEDANG
4/2/2018,DKI5 (Kebon Jeruk),33,15,8,57,1,57,O3,SEDANG
4/3/2018,DKI5 (Kebon Jeruk),45,15,14,80,4,80,O3,SEDANG
4/4/2018,DKI5 (Kebon Jeruk),14,15,8,96,4,96,O3,SEDANG
4/5/2018,DKI5 (Kebon Jeruk),62,23,26,202,8,202,O3,SANGAT TIDAK SEHAT
4/6/2018,DKI5 (Kebon Jeruk),45,17,10,144,5,144,O3,TIDAK SEHAT
4/7/2018,DKI5 (Kebon Jeruk),62,18,26,,5,62,PM10,SEDANG
4/8/2018,DKI5 (Kebon Jeruk),45,11,9,,3,45,PM10,BAIK
4/9/2018,DKI5 (Kebon Jeruk),34,19,17,,5,34,PM10,BAIK
4/10/2018,DKI5 (Kebon Jeruk),47,15,13,66,5,66,O3,SEDANG
4/11/2018,DKI5 (Kebon Jeruk),54,15,15,89,4,89,O3,SEDANG
4/12/2018,DKI5 (Kebon Jeruk),53,17,8,57,4,57,O3,SEDANG
4/13/2018,DKI5 (Kebon Jeruk),41,20,8,121,4,121,O3,TIDAK SEHAT
4/14/2018,DKI5 (Kebon Jeruk),45,11,10,141,4,141,O3,TIDAK SEHAT
4/15/2018,DKI5 (Kebon Jeruk),57,11,15,168,3,168,O3,TIDAK SEHAT
4/16/2018,DKI5 (Kebon Jeruk),61,12,17,185,4,185,O3,TIDAK SEHAT
4/17/2018,DKI5 (Kebon Jeruk),60,10,15,142,6,142,O3,TIDAK SEHAT
4/18/2018,DKI5 (Kebon Jeruk),66,13,24,62,6,66,PM10,SEDANG
4/19/2018,DKI5 (Kebon Jeruk),68,13,24,133,6,133,O3,TIDAK SEHAT
4/20/2018,DKI5 (Kebon Jeruk),50,12,16,92,5,92,O3,SEDANG
4/21/2018,DKI5 (Kebon Jeruk),66,14,27,162,6,162,O3,TIDAK SEHAT
4/22/2018,DKI5 (Kebon Jeruk),66,14,21,117,6,117,O3,TIDAK SEHAT
4/23/2018,DKI5 (Kebon Jeruk),51,10,19,84,5,84,O3,SEDANG
4/24/2018,DKI5 (Kebon Jeruk),56,16,27,90,10,90,O3,SEDANG
4/25/2018,DKI5 (Kebon Jeruk),61,16,28,35,4,61,PM10,SEDANG
4/26/2018,DKI5 (Kebon Jeruk),62,30,34,56,8,62,PM10,SEDANG
4/27/2018,DKI5 (Kebon Jeruk),47,15,15,48,4,48,O3,BAIK
4/28/2018,DKI5 (Kebon Jeruk),38,16,14,96,5,96,O3,SEDANG
4/29/2018,DKI5 (Kebon Jeruk),65,13,20,120,5,120,O3,TIDAK SEHAT
5/1/2018,DKI5 (Kebon Jeruk),56,20,10,101,5,101,O3,TIDAK SEHAT
5/2/2018,DKI5 (Kebon Jeruk),64,18,18,183,5,183,O3,TIDAK SEHAT
5/3/2018,DKI5 (Kebon Jeruk),75,20,22,166,5,166,O3,TIDAK SEHAT
5/4/2018,DKI5 (Kebon Jeruk),85,19,24,164,8,164,O3,TIDAK SEHAT
5/5/2018,DKI5 (Kebon Jeruk),78,19,22,137,6,137,O3,TIDAK SEHAT
5/6/2018,DKI5 (Kebon Jeruk),62,22,8,109,4,109,O3,TIDAK SEHAT
5/7/2018,DKI5 (Kebon Jeruk),56,23,11,77,6,77,O3,SEDANG
5/8/2018,DKI5 (Kebon Jeruk),61,22,14,204,6,204,O3,SANGAT TIDAK SEHAT
5/9/2018,DKI5 (Kebon Jeruk),67,20,15,156,6,156,O3,TIDAK SEHAT
5/10/2018,DKI5 (Kebon Jeruk),61,20,9,107,5,107,O3,TIDAK SEHAT
5/11/2018,DKI5 (Kebon Jeruk),62,23,12,83,5,83,O3,SEDANG
5/12/2018,DKI5 (Kebon Jeruk),66,25,21,144,6,144,O3,TIDAK SEHAT
5/13/2018,DKI5 (Kebon Jeruk),78,18,23,131,5,131,O3,TIDAK SEHAT
5/14/2018,DKI5 (Kebon Jeruk),72,20,13,178,4,178,O3,TIDAK SEHAT
5/15/2018,DKI5 (Kebon Jeruk),84,20,25,143,5,143,O3,TIDAK SEHAT
5/16/2018,DKI5 (Kebon Jeruk),75,20,16,151,5,151,O3,TIDAK SEHAT
5/17/2018,DKI5 (Kebon Jeruk),63,16,12,78,5,78,O3,SEDANG
5/18/2018,DKI5 (Kebon Jeruk),78,19,26,86,6,86,O3,SEDANG
5/19/2018,DKI5 (Kebon Jeruk),54,16,11,102,4,102,O3,TIDAK SEHAT
5/20/2018,DKI5 (Kebon Jeruk),61,17,17,98,5,98,O3,SEDANG
5/21/2018,DKI5 (Kebon Jeruk),60,17,17,185,4,185,O3,TIDAK SEHAT
5/22/2018,DKI5 (Kebon Jeruk),35,19,12,80,4,80,O3,SEDANG
5/23/2018,DKI5 (Kebon Jeruk),44,20,7,74,4,74,O3,SEDANG
5/24/2018,DKI5 (Kebon Jeruk),31,18,11,94,5,94,O3,SEDANG
5/25/2018,DKI5 (Kebon Jeruk),66,22,17,92,7,92,O3,SEDANG
5/26/2018,DKI5 (Kebon Jeruk),62,28,18,119,7,119,O3,TIDAK SEHAT
5/27/2018,DKI5 (Kebon Jeruk),61,21,17,156,6,156,O3,TIDAK SEHAT
5/28/2018,DKI5 (Kebon Jeruk),81,16,32,116,6,116,O3,TIDAK SEHAT
5/29/2018,DKI5 (Kebon Jeruk),69,26,21,118,6,118,O3,TIDAK SEHAT
5/30/2018,DKI5 (Kebon Jeruk),76,19,24,191,5,191,O3,TIDAK SEHAT
5/31/2018,DKI5 (Kebon Jeruk),75,18,21,144,5,144,O3,TIDAK SEHAT
6/1/2018,DKI5 (Kebon Jeruk),65,18,30,115,7,115,O3,TIDAK SEHAT
6/2/2018,DKI5 (Kebon Jeruk),59,17,14,86,5,86,O3,SEDANG
6/3/2018,DKI5 (Kebon Jeruk),62,19,13,145,4,145,O3,TIDAK SEHAT
6/4/2018,DKI5 (Kebon Jeruk),60,20,11,125,5,125,O3,TIDAK SEHAT
6/5/2018,DKI5 (Kebon Jeruk),52,24,10,146,4,146,O3,TIDAK SEHAT
6/6/2018,DKI5 (Kebon Jeruk),62,17,16,133,5,133,O3,TIDAK SEHAT
6/7/2018,DKI5 (Kebon Jeruk),61,19,21,179,6,179,O3,TIDAK SEHAT
6/8/2018,DKI5 (Kebon Jeruk),58,16,16,162,5,162,O3,TIDAK SEHAT
6/9/2018,DKI5 (Kebon Jeruk),74,17,34,167,9,167,O3,TIDAK SEHAT
6/10/2018,DKI5 (Kebon Jeruk),62,14,28,196,5,196,O3,TIDAK SEHAT
6/11/2018,DKI5 (Kebon Jeruk),57,19,14,156,3,156,O3,TIDAK SEHAT
6/12/2018,DKI5 (Kebon Jeruk),67,16,18,150,5,150,O3,TIDAK SEHAT
6/13/2018,DKI5 (Kebon Jeruk),56,13,27,163,5,163,O3,TIDAK SEHAT
6/14/2018,DKI5 (Kebon Jeruk),52,15,18,144,5,144,O3,TIDAK SEHAT
6/15/2018,DKI5 (Kebon Jeruk),60,16,21,120,4,120,O3,TIDAK SEHAT
6/16/2018,DKI5 (Kebon Jeruk),52,15,31,116,6,116,O3,TIDAK SEHAT
6/17/2018,DKI5 (Kebon Jeruk),46,20,11,88,3,88,O3,SEDANG
6/18/2018,DKI5 (Kebon Jeruk),39,18,10,75,3,75,O3,SEDANG
6/19/2018,DKI5 (Kebon Jeruk),44,19,13,97,3,97,O3,SEDANG
6/20/2018,DKI5 (Kebon Jeruk),53,18,16,86,4,86,O3,SEDANG
6/21/2018,DKI5 (Kebon Jeruk),47,16,11,70,3,70,O3,SEDANG
6/22/2018,DKI5 (Kebon Jeruk),45,21,17,94,4,94,O3,SEDANG
6/23/2018,DKI5 (Kebon Jeruk),46,18,13,77,3,77,O3,SEDANG
6/24/2018,DKI5 (Kebon Jeruk),38,14,15,110,3,110,O3,TIDAK SEHAT
